0, 0.013
0, 0.014
0, 0.013
1, 0.014
26, 0.916
25, 0.915
26, 0.916
25, 0.915
50, 1.954
50, 1.953
49, 1.953
51, 1.952
79, 3.187
80, 3.186
81, 3.185
79, 3.183
